,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,Unnamed: 14,text
841,en,"California, USA",,,,SpotlightGrowth,Tue Dec 19 01:59:08 +0000 2017,0,0,0,False,0,False,,"crypto cheat sheets update , live https : //t.co/5ohcxfwroo : bitcoin✔️ ethereum✔️ litecoin✔️ bitcoin cash✔️ ripple✔️ cardano✔️ continue available daily basis . # bitcoin # ripple # cardano # bch # ltc # eth # btc # ether # litecoin # cryptocurrency"
842,en,Minnesota,,,,curtwag725,Tue Dec 19 01:50:06 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/zj0ia8gcnl cardano ? going ? called ?
843,en,,,,,bitginner_,Tue Dec 19 00:41:26 +0000 2017,0,0,0,False,0,False,,cardano market report : $ 675.45 % month https : //t.co/eftza6dcij
844,en,Korea / CA,,,,hanyoon,Tue Dec 19 00:26:36 +0000 2017,1,0,1,False,0,False,,epic 280 $ btc sell wall $ / # cardano busted .
845,en,"Chicago, IL",,,,TradingViewBot,Tue Dec 19 00:15:49 +0000 2017,0,0,0,False,0,False,,cardano ( ada/btc ) swinging new heights $ adabtc https : //t.co/sbqcdn1yxh
846,en,"New York, USA",Estonia,EE,"[[[24.55014, 59.351829], [24.55014, 59.498186], [24.926289, 59.498186], [24.926289, 59.351829]]]",raypaxful,Tue Dec 19 00:10:45 +0000 2017,0,3,0,False,0,False,,first hear cardano ? facebook groupz
847,en,NYC,,,,InvestDiva,Tue Dec 19 00:00:33 +0000 2017,0,0,0,False,0,False,,cardano rises top 10 : yet another cryptocurrency ’ making way top 10.. https : //t.co/t4dylvsuer # # cardano # cryptocurrency https : //t.co/r6fmsywdik
848,en,"West Palm Beach, FL",,,,DaveMaguaProp,Mon Dec 18 23:35:49 +0000 2017,0,0,0,False,0,False,,added video @ youtube playlist https : //t.co/6ruybvreqk cardano moon shot $ 5.00 2018 ?
849,en,"New York, NY",,,,CoinWatcherBot,Mon Dec 18 23:30:28 +0000 2017,2,0,0,False,0,False,,worst returns ( 24h ) : 1. binance coin -4.5 % $ bnb 2. chainlink -3.8 % $ link 3. cardano -0.9 % $ # blockchain # altcoins https : //t.co/67kahpaztz
850,en,https://blackbulltradingpost.com,,,,BlackBullTradn,Mon Dec 18 23:05:22 +0000 2017,0,0,0,False,0,False,,"'s looking like good entry price , relative everything else , 've finally taken position cardano # cardano # # cryptocurrency iohk_charles # ether # cryptocurrency # digital # smartcontracts # inblockchainwetrust"
851,en,"Las Vegas, NV",,,,crypt0snews,Mon Dec 18 23:04:18 +0000 2017,0,15,7,False,0,False,,"'s looking like good entry price , relative everything else , 've finally taken position cardano # cardano # # cryptocurrency @ iohk_charles"
852,en,"San Francisco, CA",,,,GetCoinAlerts,Mon Dec 18 22:51:15 +0000 2017,0,0,0,False,0,False,,moving today : 🚀 qtum $ qtum : 71.5 % 🚀 bitbay $ bay : 61.61 % 🚀 dragonchain $ drgn : 58.01 % ↘️ cardano $ : -3.93 % ↘️ binance coin $ bnb : -5.71 % ↘️ dent $ dent : -23.9 %
853,en,"Minneapolis, MN",,,,CoinCanary,Mon Dec 18 22:31:30 +0000 2017,0,0,0,False,0,False,,cardano market report : $ 675.45 % month https : //t.co/qzjqlqpylm # crypto
854,en,"New York, NY",,,,CoinWatcherBot,Mon Dec 18 22:30:19 +0000 2017,2,0,0,False,0,False,,worst returns ( 24h ) : 1. chainlink -4.5 % $ link 2. cardano -4.5 % $ 3. binance coin -3.7 % $ bnb # blockchain # altcoins https : //t.co/xjt7yzectg
855,en,"Los Angeles, CA",,,,ActualGrp,Mon Dec 18 22:03:08 +0000 2017,0,0,0,False,0,False,,"looking top 10 cryptos today 3 month ago ( sep 17th ) . since combined market capitalization top 10 assets increased fivefold . despite significant volatility , top 5 looks exactly . next batch # cardano managed displace # neo . https : //t.co/5g0kfubvy7"
856,en,Mexico,,,,RyanHennig,Mon Dec 18 21:54:12 +0000 2017,0,0,0,False,0,False,,watching whiteboard talk cardano order learn technology . # cardano # cardanocoin $ https : //t.co/x9b1m3dkcx
857,en,"San Francisco, CA",,,,GetCoinAlerts,Mon Dec 18 21:51:15 +0000 2017,0,0,0,False,0,False,,moving today : 🚀 qtum $ qtum : 76.6 % 🚀 dragonchain $ drgn : 52.8 % 🚀 bitbay $ bay : 49.79 % ↘️ cardano $ : -4.07 % ↘️ chainlink $ link : -8.63 % ↘️ dent $ dent : -22.91 %
858,en,"Lakeland Heights, TX",,,,Kavenn_,Mon Dec 18 21:32:53 +0000 2017,0,2,0,False,0,False,,tryna tell ’ invest cardano .
859,en,"New York, NY",,,,CoinWatcherBot,Mon Dec 18 21:30:11 +0000 2017,2,0,0,False,0,False,,worst returns ( 24h ) : 1 . @ dentcoin -20.5 % $ dent 2. chainlink -9.8 % $ link 3. cardano -3.9 % $ # blockchain # altcoins https : //t.co/ndkl3ifgmn
860,en,"Colorado, USA",,,,CannaLance,Mon Dec 18 21:20:19 +0000 2017,0,0,0,False,0,False,,interesting ! https : //t.co/nbgpjtprd6
861,en,"San Francisco, CA",,,,GetCoinAlerts,Mon Dec 18 20:51:13 +0000 2017,0,0,0,False,0,False,,moving today : 🚀 qtum $ qtum : 67.98 % 🚀 dragonchain $ drgn : 55.13 % 🚀 hshare $ hsr : 53.21 % ↘️ cardano $ : -5.34 % ↘️ chainlink $ link : -9.31 % ↘️ dent $ dent : -22.57 %
862,en,"Tucson, AZ",,,,chiefhotfoot,Mon Dec 18 20:14:17 +0000 2017,0,0,0,False,0,False,,new crypto traders • r/cardano https : //t.co/0h17cojzz8
863,en,"Cincinnati, OH",,,,jasonappleton,Mon Dec 18 20:13:35 +0000 2017,0,0,0,False,0,False,,cardano - crypto market cap : https : //t.co/rpzbwez7by via @ youtube
864,en,"Long Beach, CA",,,,_jujuKAKA,Mon Dec 18 20:07:27 +0000 2017,0,0,0,False,0,False,,$ # iota # cardano stable huge need # xlm pump week ! !
865,en,NYC,,,,InvestDiva,Mon Dec 18 20:01:15 +0000 2017,0,0,0,False,0,False,,cardano ( ) - latest cryptocurrency hit top 10 market cap https : //t.co/q5hilijzau # cryptocurrency # cardano
866,en,"New York, NY",,,,Bitcoin_NewsBTC,Mon Dec 18 19:50:15 +0000 2017,0,0,0,False,0,False,,cardano ( ) mounting challenge become next ethereum https : //t.co/3wpyohtlc9 # bitcoin # btc # blockchain # news
867,en,"Holland, Michigan USA",,,,cryptoworldnews,Mon Dec 18 19:43:08 +0000 2017,0,0,0,False,0,False,,could cardano kill ethereum ? - bitcoinist https : //t.co/u52yy0n4xd https : //t.co/fbpxszniqf
868,en,"New York, NY",,,,CoinWatcherBot,Mon Dec 18 19:31:01 +0000 2017,2,0,0,False,0,False,,worst returns ( 24h ) : 1 . @ dentcoin -19.4 % $ dent 2 . @ digibytecoin -8.3 % $ dgb 3. cardano -5.3 % $ # blockchain # altcoins https : //t.co/zelzrp4ygl
869,en,"Colorado Springs, CO",,,,T_G_L_G,Mon Dec 18 18:59:01 +0000 2017,0,0,0,False,0,False,,"top 5 cryptocurrency 1 $ | year 2018 | gain profit | ripple , cardano , … https : //t.co/c78x4fmojh"
870,en,Portugal,,,,justinpoir,Mon Dec 18 18:34:45 +0000 2017,0,1,4,False,0,False,,magic internet money : bitcoin : fireball litecoin : magic missile ethereum : polymorph ripple : undetectable alignment zcash : invisibility etc : create undead doge : summon nature 's ally iota : hideous laughter cardano : summon swarm bcc : clone eos : ethereal jaunt tezos : disintegrate
871,en,"San Diego, CA",United States,US,"[[[-117.084304, 32.927402], [-117.084304, 33.043179], [-116.985751, 33.043179], [-116.985751, 32.927402]]]",JHustleMuscle,Mon Dec 18 18:14:24 +0000 2017,0,0,0,False,0,False,,"sell bitcoin , buy cardano 👌 https : //t.co/jodryzgz8a"
872,en,"Charlotte, NC",,,,ValidatorEth,Mon Dec 18 17:53:59 +0000 2017,0,1,0,False,0,False,,pro tip : add category 'appeals newbies ' token rating system avoid missing huge gains . n't worry technology team./ # cardano # ripple # iota
873,en,"Boston, USA",,,,ChristoBawl,Mon Dec 18 17:39:18 +0000 2017,0,0,0,False,0,False,,"cardano whiteboard charles hoskinson , good stuff . https : //t.co/ldc7mhobnv"
874,en,NYC,,,,InvestDiva,Mon Dec 18 17:30:19 +0000 2017,0,0,0,False,0,False,,cardano ( ) – latest cryptocurrency hit top 10 market cap https : //t.co/xqdaciwpug # # cardano # cryptocurrency https : //t.co/vejhapihcd
875,en,Riding crypto bubbles,,,,DonCryptoDraper,Mon Dec 18 17:19:44 +0000 2017,0,2,0,False,0,False,,$ . 6 market cap . month ago nowhere really . let sink moment . # cardano https : //t.co/7ozg8lsoyv
876,en,"Seattle, WA",,,,nadiasilver3,Mon Dec 18 17:01:03 +0000 2017,0,0,0,False,0,False,,"# cardanowhiteboards came email this.morning ... iohk | cardano whiteboard prof. aggelos kiayias , chief scientist https : //t.co/ur0md7nbdc via @ youtube"
877,en,"West Palm Beach, FL",,,,cunnlavonne,Mon Dec 18 16:45:43 +0000 2017,0,0,0,False,0,False,,bought 30k cardano crypto coins ! best altcoin explained ! ! https : //t.co/soegdyodeb
878,en,United States,,,,Qoiza,Mon Dec 18 16:42:41 +0000 2017,0,0,0,False,0,False,,buy cardano ( ) : https : //t.co/py01j4dnwq
879,en,"New York, NY",,,,Bitcoin_NewsBTC,Mon Dec 18 16:37:22 +0000 2017,0,0,0,False,0,False,,"cardano ( ) rises # 6 , surprising litecoin creator charlie lee https : //t.co/u11irhocbg # bitcoin # btc # blockchain # news"
880,en,"New York, NY",,,,hrycapital,Mon Dec 18 16:17:27 +0000 2017,0,0,0,False,0,False,,"no.1 hry capital , believe cardano promising going 2018. witness . # crypotocurrency # cardano # blockchain https : //t.co/doxlca8ds8"
881,en,"MD, USA",,,,Jaquoneoqhdoqhd,Mon Dec 18 16:15:39 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/dvopc7wtkt bought 30k cardano crypto coins ! best altcoin explained ! !
882,en,"Texas, USA",,,,YTfig915,Mon Dec 18 15:59:34 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/yiyzp0h56c bought 30k cardano crypto coins ! best altcoin explained ! !
883,en,"Los Angeles, CA",,,,timothy_skim,Mon Dec 18 15:51:57 +0000 2017,0,1,3,False,0,False,,used laugh people bought bitcoin years ago . ’ laughing # 😫 # ideserveit # cryptocurrency # bitcoin # ethereum # litecoin # ripple # iota # bitcoincash # cardano # dash # # monero # neo https : //t.co/c27ddksquc
884,en,"Michigan, USA",,,,iTzKillaX,Mon Dec 18 15:34:31 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/syva8u67un bought 30k cardano crypto coins ! best altcoin explained ! !
885,en,"San Diego, CA",,,,PermissionCEO,Mon Dec 18 15:25:51 +0000 2017,1,0,2,False,0,False,,"bitcoin cme futures hit $ 20,000 , cardano soars top six https : //t.co/iwasodbfwq via @ dailyfx @ nasdaq"
886,en,Cryptocredits Wallet,,,,Cryptocredit,Mon Dec 18 15:09:59 +0000 2017,0,0,0,False,0,False,,"cardano ( ) rises # 6 , surprising litecoin creator charlie lee # bitcoin # btc # eth # ltc # bch https : //t.co/uwqogflz1r"
887,en,"Hollywood, USA",,,,Chandra_Trauth,Mon Dec 18 14:50:42 +0000 2017,0,0,0,False,0,False,,"rt ! - & gt ; cardano ( ) rises # 6 , surprising litecoin creator charlie lee https : //t.co/xzadhhoenp # crypto"
888,en,West Texas A&M University,,,,SpectrumWT,Mon Dec 18 14:44:13 +0000 2017,0,0,0,False,0,False,,latest spectrum wtamu daily ! https : //t.co/8rpgkni97m # openbanking # cardano
889,en,USA,United States,US,"[[[-73.5537, 41.11369], [-73.5537, 41.211627], [-73.448929, 41.211627], [-73.448929, 41.11369]]]",CryptoCandor,Mon Dec 18 13:40:58 +0000 2017,0,1,3,False,0,False,,"n't paying much attention # crypto weekend , stuff going . sweet jesus everything super green morning . ps . love # # cardano 💖"
890,en,"San Francisco, CA",,,,dnnnewswire,Mon Dec 18 13:03:03 +0000 2017,0,0,0,False,0,False,,could # cardano kill # ethereum ? https : //t.co/8nyyp5ogei https : //t.co/hq9g3wxa3x ( via https : //t.co/ao2kyfg6ep )
891,en,Cryptocredits Wallet,,,,Cryptocredit,Mon Dec 18 12:49:40 +0000 2017,0,0,0,False,0,False,,"bitcoin cme futures hit $ 20,000 , cardano soars top six # bitcoin # btc # eth # ltc # bch https : //t.co/jrnmildmdt"
892,en,"East Brunswick, NJ",,,,NewExpressNews,Mon Dec 18 12:19:12 +0000 2017,0,0,0,False,0,False,,https : //t.co/srvg2gao7l cardano ( ) – recent cryptocurrency hit top 10 market cap [ video ] https : //t.co/3la7chdpqr
893,en,USA,,,,HichFX,Mon Dec 18 11:17:17 +0000 2017,0,0,0,False,0,False,,"bitcoin cme futures hit $ 20,000 , cardano soars top six | # forex"
894,en,World Wide Web,,,,crypto_fury,Mon Dec 18 10:08:09 +0000 2017,0,0,0,False,0,False,,# rssbit # news : could cardano kill ethereum ? https : //t.co/gice8gknjv https : //t.co/6c1wlnlbql
895,en,"Stillwater, Oklahoma",,,,iHatchy,Mon Dec 18 10:00:37 +0000 2017,0,0,0,False,0,False,,"liked @ youtube video https : //t.co/ujm1pg9oyp altcoin news - bitcoin gold coinbase , iota , cardano , sell news"
896,en,"San Francisco, CA",,,,dnnnewswire,Mon Dec 18 09:45:02 +0000 2017,0,0,0,False,0,False,,# cardano riding high latest price gains . # https : //t.co/3uhmhcp02i ( via newsbtc )
897,en,New York,,,,yvizivy,Mon Dec 18 09:29:06 +0000 2017,0,0,0,False,0,False,,south korea upbit upbit driving cardano moon | cardano # cardano https : //t.co/g8gnaophkt # cardano
898,en,NYC,,,,InvestDiva,Mon Dec 18 09:15:59 +0000 2017,0,0,0,False,0,False,,cardano ( ) - latest cryptocurrency hit top 10 market cap https : //t.co/bmyas3i94c
899,en,"San Francisco, CA",,,,mining_hc,Mon Dec 18 09:08:31 +0000 2017,0,0,0,False,0,False,,cardano skyrockets due technical updates https : //t.co/htleei25ll # cardano # cardanocrypto # coinmarketcap # blockchain # cryptocurrency # cryptonews # crypto https : //t.co/yhthbsbjuq
900,en,"San Francisco, CA",,,,ico_hype_codes,Mon Dec 18 09:08:11 +0000 2017,0,0,0,False,0,False,,cardano skyrockets due technical updates https : //t.co/mp13p9rjm3 # cardano # cardanocrypto # coinmarketcap # blockchain # cryptocurrency # cryptonews # crypto https : //t.co/w9y2k8ber9
901,en,World Wide Web,,,,RssBit,Mon Dec 18 08:19:12 +0000 2017,0,0,0,False,0,False,,# bitcoin # news : `` could cardano kill ethereum ? '' https : //t.co/n30sfjqhfa
902,en,New York,,,,yvizivy,Mon Dec 18 08:06:05 +0000 2017,0,0,0,False,0,False,,south korea upbit upbit driving cardano moon | cardano # cardano https : //t.co/0wkr6upkxe # cardano
903,en,"New York, NY",,,,thesoloventures,Mon Dec 18 08:06:04 +0000 2017,0,0,0,False,0,False,,# bitcoin could cardano kill ethereum ? https : //t.co/otpgsfv97r # cryptocurrency
904,en,"New York, NY",,,,Bitcoin_NewsBTC,Mon Dec 18 07:38:18 +0000 2017,0,0,0,False,0,False,,could cardano kill ethereum ? - https : //t.co/fai1729ocf https : //t.co/ub8ehow6e3 # bitcoin # btc # blockchain # news # cryptocurrency
905,en,"Long Beach, CA",,,,_jujuKAKA,Mon Dec 18 07:34:27 +0000 2017,0,0,0,False,0,False,,diversify portfolio n't hurl insults misinformation every time miss . # iota # ltc # cardano # xlm # xvg # trx $ # xrp
906,en,"Illinois, USA",,,,MichaelCMcKee,Mon Dec 18 07:10:07 +0000 2017,0,0,1,False,0,False,,could cardano kill ethereum ? https : //t.co/rnmbgukei8 # bitcoin $ btc https : //t.co/lvfuttflwo
907,en,Montana  ,,,,YoungWesley,Mon Dec 18 07:09:31 +0000 2017,0,0,0,False,0,False,,( 6 ) cardano ( coin ) nutshell - youtube | @ scoopit https : //t.co/ahvwl0pjwc
908,en,"Chicago, IL",,,,MrTopStep,Mon Dec 18 07:08:15 +0000 2017,0,0,0,False,0,False,,could cardano kill ethereum ? - https : //t.co/c04afaxrw1 https : //t.co/ww15qcn6az
909,en,Cryptocredits Wallet,,,,Cryptocredit,Mon Dec 18 06:52:27 +0000 2017,0,0,0,False,0,False,,could cardano kill ethereum ? - https : //t.co/enbdoi7ifb # bitcoin # btc # eth # ltc # bch https : //t.co/747wp8yqok
910,en,United States,,,,CryptoREI,Mon Dec 18 06:50:00 +0000 2017,0,0,0,False,0,False,,"# crypto watch : # cardano ( ) price leaps 117 % 22 hours , surging past # iota $ 10.4b market cap https : //t.co/fhmithec2c @ forbes"
911,en,"Hollywood, USA",,,,Chandra_Trauth,Mon Dec 18 06:40:22 +0000 2017,0,0,0,False,0,False,,rt ! - & gt ; could cardano kill ethereum ? https : //t.co/i4v5uqesmj # crypto
912,en,"Los Angeles, CA",,,,300FPSGAMING,Mon Dec 18 06:38:03 +0000 2017,0,1,1,False,0,False,,could cardano kill ethereum ? https : //t.co/lgibpxoedd # bitcoin # bitcoinnews # btc # cryptocurrency
913,en,"New York, NY",,,,Bitcoin_NewsBTC,Mon Dec 18 06:37:43 +0000 2017,0,0,0,False,0,False,,could cardano kill ethereum ? - https : //t.co/fai1729ocf https : //t.co/n8iynzp0wh # bitcoin # btc # blockchain # news # cryptocurrency
914,en,Ocean,,,,CryptoAquarium,Mon Dec 18 06:32:02 +0000 2017,0,0,0,False,0,False,,"ethereum introduces plasma , cardano still better option , ? ... 👉 https : //t.co/k7kj0xmaty source : r/cardano published hour ago $ $ eth $ crypto"
915,en,New York,,,,pamperfashion,Mon Dec 18 06:15:05 +0000 2017,0,0,0,False,0,False,,enable business accept 90 # crytocurrency altcoins . reduce credit card fees 2.5 % @ matrixthinker # peercoin # cryptocurrency # bitcoin # bitconnect # bitbean # blackcoin # litecoin # dash # etherclassic # dogecoin # ether # neo https : //t.co/ig81slztug https : //t.co/g17oe4kwkp
916,en,Castlegar,,,,BanklessTimes,Mon Dec 18 05:23:13 +0000 2017,0,0,0,False,0,False,,archive : cardano launches binance exchange https : //t.co/nqla4yhsu6 # banklesstimes
917,en,San Francisco,,,,jjofsf,Mon Dec 18 05:00:27 +0000 2017,0,0,0,False,0,False,,"“ put plainly , bitcoin bike , ethereum camry , cardano would bmw . “ https : //t.co/xvmn4wjcob"
918,en,"Texas, USA",,,,TheLeadBtc,Mon Dec 18 04:35:25 +0000 2017,0,0,0,False,0,False,,cardano breaks record 145 % boost value https : //t.co/rk2i4bizgu https : //t.co/f7nrqh9ybn
919,en,NYC,,,,InvestDiva,Mon Dec 18 04:32:08 +0000 2017,0,1,4,False,0,False,,"$ cardano , home cryptocurrency made way top 10 week . # cryptocurrency # cardano https : //t.co/taglmyaqjs https : //t.co/c3ymxen0ha"
920,en,"Nevada, USA",,,,BAzcorra,Mon Dec 18 03:44:36 +0000 2017,0,0,0,False,0,False,,"( ) looking finish year strong , new updates coming users 📈 # bullrun # stocks # cardano # hodl https : //t.co/7tgks9tdr5"
921,en,Laniakea,,,,asdf_coin,Mon Dec 18 03:41:39 +0000 2017,1,0,0,False,0,False,,"bullish trend omisego ( omg ) , best time buy omisego ( omg ) , three triangles . # omisego # ethereum # eth # bitcoin # btc # iota # litecoin # dash # # cardano # eos # populous # monero @ omise_go # monero # populous # pillar # tenx # adex # veritaseum https : //t.co/uqrnkiu8vt"
922,en,"Florida, USA",United States,US,"[[[-87.634643, 24.396308], [-87.634643, 31.001056], [-79.974307, 31.001056], [-79.974307, 24.396308]]]",mrmarkcameron,Mon Dec 18 03:38:55 +0000 2017,0,0,0,False,0,False,,"cardano coming strong second leg , looking forward long ... . https : //t.co/zyom2qey2f @ cardanostiftung @ cardanocom"
923,en,"staten island, new york",,,,scantyrevery,Mon Dec 18 03:31:03 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/guklvwvkpu iohk | cardano whiteboard charles hoskinson
924,en,"Chicago, IL",,,,TradingViewBot,Mon Dec 18 03:30:59 +0000 2017,0,0,0,False,0,False,,ada/cardano reached p\u2026 $ adabtc https : //t.co/wh8h22vbyd
925,en,New York,,,,iamJaekwondo,Mon Dec 18 03:27:19 +0000 2017,3,6,5,False,0,False,,starting five 2018 🤑 1 ) $ xrp 2 ) $ xlm 3 ) $ 4 ) $ xvg 5 ) $ trx ’ 🤞 # ripple # stellar # cardano # verge # tron # xrp # xlm # # xvg # trx
926,en,"Holland, Michigan USA",,,,cryptoworldnews,Mon Dec 18 03:20:03 +0000 2017,0,0,0,False,0,False,,"crypto watch : cardano ( ) price leaps 117 % 22 hours , surging past iota $ 10.4b market cap - forbes https : //t.co/aygvb7obxk"
927,en,"Washington, USA",,,,actionboxbreaks,Mon Dec 18 02:06:47 +0000 2017,0,0,0,False,0,False,,"'s sunday dip , buy ! thank ! ! # xrp # ripple # trx # tron & amp ; # # cardano https : //t.co/p7gg0mymjo"
928,en,"Chicago, IL",,,,TradingViewBot,Mon Dec 18 02:05:16 +0000 2017,0,0,0,False,0,False,,cardano = short ! ! ! $ adabtc https : //t.co/nomqrdtqcc
929,en,Ocean,,,,CryptoAquarium,Mon Dec 18 02:04:03 +0000 2017,0,0,0,False,0,False,,ada/cardano transfer bittrex ... 👉 https : //t.co/0bh5amvftf source : r/binance published 39 minutes ago $ bnb $ $ crypto
930,en,"staten island, new york",,,,scantyrevery,Mon Dec 18 01:37:50 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/zyghys0wrd cardano ( coin ) nutshell
931,en,Ocean,,,,CryptoAquarium,Mon Dec 18 01:32:03 +0000 2017,0,0,0,False,0,False,,ada/cardano transfer bittrex ... 👉 https : //t.co/0bh5amvftf source : r/binance published 9 minutes ago $ bnb $ $ crypto
932,en,Raleigh NC,,,,jakestpeter,Mon Dec 18 01:30:58 +0000 2017,0,0,0,False,0,False,,"liked @ youtube video https : //t.co/jfcgfzquro altcoin news - bitcoin gold coinbase , iota , cardano , sell news"
933,en,NYC,,,,InvestDiva,Mon Dec 18 00:58:16 +0000 2017,0,0,1,False,0,False,,cardano ( ) – latest cryptocurrency hit top 10 market cap : https : //t.co/taglmyaqjs # # cardano # cryptocurrency https : //t.co/4e1b66ac2i
934,en,San Francisco Bay Area,United States,US,"[[[-121.987421, 37.989865], [-121.987421, 38.043639], [-121.833268, 38.043639], [-121.833268, 37.989865]]]",staymuree,Mon Dec 18 00:32:20 +0000 2017,0,0,0,False,0,True,,think $ # # cardano # xrp # ripple ’ seen @ justinsuntron creating ! get ship regret . $ trx $ btc $ $ lend $ xrp $ xlm buy @ binance_2017 https : //t.co/7srwm4ftwz
935,en,"Austin, Texas",,,,tucksnews,Mon Dec 18 00:05:30 +0000 2017,0,0,0,False,0,False,,"ripple , cardano , qtum , tron lead top market coins https : //t.co/jll3utgf9v https : //t.co/yvggijvwdf"
936,en,"New York, NY",,,,skinnyandbald,Mon Dec 18 00:00:37 +0000 2017,0,0,0,False,0,False,,`` real “ next neo ” - meet cardano — steemit '' https : //t.co/o2wbnmiwwk
937,en,United States,,,,cryptocoinviz,Mon Dec 18 00:00:03 +0000 2017,0,0,0,False,0,False,,cardano | $ - giddy ! 26.32 % .. make day ! ! : ) - https : //t.co/ac6tmm88sz
938,en,"Washington, USA",,,,sarturas1,Mon Dec 18 00:00:01 +0000 2017,0,0,0,False,0,False,,0u7law said going cardano iota ledger nano ? https : //t.co/hdvybq5can
939,en,Pennsylvania,,,,marcfld,Sun Dec 17 22:33:36 +0000 2017,0,0,0,False,0,False,,cardano & amp ; verge explodes [ high ? ] - bitcoin cryptocurrency news ... https : //t.co/h7plmsulg2 via @ youtube
940,en,"Brooklyn, NY",,,,VinnyZane,Sun Dec 17 22:32:32 +0000 2017,1,4,1,False,0,False,,$ xvg $ $ xrp $ trx $ iota ! ! ! ! miss ! ! ! # cryptocurrency # trx # tron # ripple # xrp # verge # xvg # cardano # # iota # cryptocurreny # cryptonews
941,en,New Jeru,,,,Astrochologist,Sun Dec 17 22:26:06 +0000 2017,0,0,0,False,0,False,,told yall days ago cardano ! https : //t.co/hagecd0ppy
942,en,Planet Earth 🌎,,,,cryptocurrentl1,Sun Dec 17 22:17:36 +0000 2017,0,0,0,False,0,False,,million $ question : coins @ coinbase add near future ? # coinbase # cryptocurrency # bitcoin # bch # ripple # iota # cardano # monero https : //t.co/zrn8tnjv7l
943,en,United States,,,,US_News_24h,Sun Dec 17 22:00:06 +0000 2017,0,0,0,False,0,False,,"late buy verge , cardano , tron , dash ? https : //t.co/qqkb9vlpnr"
944,en,Indianapolis,,,,Kaizeneer,Sun Dec 17 21:55:36 +0000 2017,0,0,0,False,0,False,,folks behind ico vyral must clueless placing ads https : //t.co/hrooemfk5q images exploiting women objects . heard # metoo ? stop . # bitcoin # ethereum # ripple # dash # cardano # litecoin # monero @ iotatoken @ coinmarketcap @ cointelegraph
945,en,"San Francisco, CA",,,,judymSF,Sun Dec 17 21:48:06 +0000 2017,0,0,1,False,0,False,,cardano # lot potential change world finance . hailed apple blockchain ! $ $ cardano https : //t.co/fhwlw3clqr
946,en,Mexico,,,,RyanHennig,Sun Dec 17 21:31:59 +0000 2017,1,2,25,False,0,False,,brushing # haskell today contribute code cardano project . expect blockchain successor ethereum . # cardano #
947,en,"Fort Lauderdale, FL",,,,thatbitcoinbro,Sun Dec 17 21:27:13 +0000 2017,0,0,0,False,0,False,,grandpas ! really board yet . # bitcoin # ethereum # litecoin # btc # eth # ltc # coinbase # crypto # cryptomemes # memes # monero # ripple # cardano https : //t.co/yuaoao2wot
948,en,"San Francisco, CA",,,,FintechProwler,Sun Dec 17 21:24:23 +0000 2017,0,0,0,False,0,False,,"cardano price surges $ 0.50 , 76 % bitcoin - merkle https : //t.co/2cvwpzimdb # altcoin"
949,en,,,,,RiskPays,Sun Dec 17 21:22:23 +0000 2017,0,0,0,False,0,False,,# neo # cardano # stellarlumens goes guys ; ) # cryptocurrencies # coinmarketcap # coindesk # bitcoin # eth https : //t.co/iqlkltbyzz
950,en,"Medellín, Colombia",,,,zempbrand,Sun Dec 17 21:14:31 +0000 2017,0,1,0,False,0,False,,check case cardano . # blockchain https : //t.co/moiaadbttc
951,en,United States,,,,cryptocoinviz,Sun Dec 17 21:13:01 +0000 2017,0,0,0,False,0,False,,cardano | $ - beautiful day today ! - https : //t.co/ac6tmm88sz
952,en,Denmark,,,,boss_marler,Sun Dec 17 21:05:09 +0000 2017,0,1,0,False,0,False,,f*** ? ? ? ... ... going ! ? $ cardano
953,en,United States,,,,US_News_24h,Sun Dec 17 21:00:10 +0000 2017,0,0,0,False,0,False,,cardano ( ) go $ 5 2018 ? altcoin - bitcoin 2018 : https : //t.co/kbzz1v5mvs qua @ youtube
954,en,United States,,,,cryptocoinviz,Sun Dec 17 20:53:46 +0000 2017,0,0,0,False,0,False,,cardano | $ - wow - 36.0 % last 24hrs . go go go ! - https : //t.co/ac6tmm88sz
955,en,Naperville,United States,US,"[[[-88.259598, 41.665584], [-88.259598, 41.831408], [-88.063045, 41.831408], [-88.063045, 41.665584]]]",mjpesquire,Sun Dec 17 20:42:57 +0000 2017,0,0,0,False,0,True,,"finance-speak , # cardano trading when-issued basis . https : //t.co/lhrquxtndm"
956,en,"Phoenix, AZ",,,,KevinD52617,Sun Dec 17 20:39:34 +0000 2017,0,1,0,False,0,False,,"put $ 4,500 # n't stop watching # cardano # cryptocurrency"
957,en,"Valparaiso, IN",,,,Crypto_Keano,Sun Dec 17 20:31:39 +0000 2017,0,0,0,False,0,False,,# cardano .60 absolutely aamazing
